Content,company
ankara cepa mağazasından alınan lcd tvyi ankaraya 1 saat mesafeye adam gibi göndermeyi beceremeyen profesyonel görünümlü amatör firma cuma günü alınan tv pazartesi kargoya verilir çarşamba günü eve ulaşır ama bir de bakılır ki parası ödenenden farklı bir model gelmiştir tv ve duvara monte aparatı aynı kargoyla teknosaya geri gönderilir cuma günü yani para ödendikten tam bir hafta sonra doğru televizyon gelir ama bu sefer de duvara monte aparatı yoktur geleni gideni hiç mi kontrol etmez bu adamlar ürünleri kargoya verirken maç muhabbeti yapmaktadırlar da ondan mı böyle salakça davranmaktadırlar merak ediyorum bi daha böyle pahalı şeyleri geçtim boş cd bile almam,teknosa
çalışanlar ps3 de pes 2008 oynuyorlar bizde yeni çıkan oyunu merak edip oynamak istiyoruz ama çalışanlardan sıra gelmiyor sonra müşteriler geliyor çalışanlar ilgilenmek zorunda kalıyorlar tam sıra bize geldi artık oyunu deneyebiliriz derken çalışanlar kablosuz ps3 kollarınıda yanlarına alarak müşterilerin yanlarına gidiyorlar işte teknosa diyince aklıma gelen ilk şey bu yaşanmış olaydır,teknosa
türkiyenin halka ilişkiler müşteri memnuniyeti insaniyet ve profesyonellik olarak en başarısız kurumlarından biri hatta halay başı ana kartın yanmış olduğunu tam 29 günde anlamayı başarmış ilim irfan yuvası elimde avucumda teknosadan alınmış ne kadar elektronik alet varsa garanti süreleri dolar dolmaz yollarımı ayıracağım kurum,teknosa
musteri memnuniyeti denen kavramin onemini artik anlamasi gereken firma ozellikle su an rekabet ettigi marketin monopoly ozelligini kaybetmis tam monopoly denemez gerci ve etrafta bir suru kendisine yakin olcekte firma turemisken rekabet arttikca daha da zorlasicaktir teknosanin tutunmasi isterse arkasini trumpi alsin bu kafayla gittikce isleri zor gozukuyor simdi tutup son ceyrekte yuzde yetmis buyume gerceklestirdik kar marjimiz artti inventory turnover yukseliste diye bir rapor koyarlarsa onume yerim bu dediklerimi teker teker o ayri konu musterinin gozunde negatif bir marka yaratmalari ve bu ozelliklerini devam ettirmeleri uzun donemde kuculmelerine yol acicaktir kacisi yok bunun maalesef hic alisveris etmisligim olmamasina ragmen burda okudugum yorumlardan dolayi tamami ile negatifim ben bu firmaya karsi asla da alisveris yapacagimi zannetmiyorumnot on sayfalik odev var kapi kolu gibi hic alisveris etmedigim firma hakkinda 15 sayfa sikayet okudum ahkam kestim bir de ustune aferin 10 puan bu denyolukla ben burdan alisveris yapsam ne olur yapmasam ne olur,teknosa
eminim kaliteli ve başarılı personelleri tenolojileri de vardıryani kimseye haksızlık etmek istemem ancak en az 3 şehirde 10larca dükkanlarını gezdimhep aynı hatalar1müşteri seçen müşteriyi kafasına göre sıralayıp ona göre muamele yapan personel mesela öğrenci olarak alışveri yapmaya hazır bir şekilde cebinizde paranızla girersiniz ancak öğrencilik üstünüzden akmaktadır dükkana 2 tane mitayit kılıklı amca girer siz azarlanıp bir köşeye atılırsınız mitayit beyler milyarlık cep teli fiyatı sorarlar  gız çalışanlara hava atıp giderlersiz kala kalırsınız2yetersiz teknik eleman donanım kalitesiz teknolojialdığınız ürün ya teşhir ürünüdür ya bozulur ya bozuk satılır beyinsizlere laf anlatmaktan beyni pelteye dönmüş zavallı teknik adamcıklar sizi asla anlamazlar ve işiniz gücünüz bu mağazalar zinciri ile hep ters gider asla garantiye güvenmeyin derim3internet katalog mağaza uyuşmazlığımuhteşem reklamlar yapan broşürler dağıtan bu teknolojik arkadaşların sakın saçtıkları pembe rüyalara çok güvenmeyin zira mağazaya gittiğinizde para ile saadet olmayacağını teknosa reklamlarındaki ürünlere ancak hayal ederek ulaşabileceğinizi çok sert bir biçimde keşfedebilirsinizilk mp3 çalarımı aldığım bu mağazalar sayesinde müzik hayatım komple bitiyordu neredeysealet asla tam verimle çalışmadı en sonunda ses çıkışı komple bozuldu tamire gitti 1 ay sonra paramparça bir ambalajda saçma sapan bir paketle döndü 1 hafta sonra tekrar bozulduarada sevgili personel ile yaşadığım egosal sinir bozucu geyikleri tahmin edersiniz heraldeküfredip aleti açıp ben yaptım bu sefer de 2 hafta dayandı ve sizlere ömür vatan bilgisayarı keşfedinolmadı mavi bilgisayarı bir ziyaret edin,teknosa
ulaşım sektöründe metro turizm neyse yapı market sektöründe koçtaş neyse medya sektöründe dsmart neyse kurye ile taşımacılık sektöründe kuryenet neyse teknoloji market sektöründe teknosa odurallah bunların tamamından korusun bana uzak olsunlar bunların tamamına bir hafta içerisinde gidin ve birer hizmet veya ürün alın bir sonraki hafta sonunda sinir hastası olmazsanız ben de taksimin ortasına çıkar yok mu beni siken diye bağırırım,teknosa
sikayetvarcomda muadili şirketler arasında en fazla şikayeti almış şirket olduğu gibi ardılı olan vatan bilgisayarın yaklaşık 3 katı miktarda şikayete sahiptir sözlükte hakkındaki entrylerden edinilen intiba pahalı müşteri memnuniyetini umursamayan etik olmayan satış numaralarını düstur edinmiş bir firma olduğu yönündedir tüm bu bilgiler ışığında hala ısrarla buradan alışveriş yapıp teknosa reröre diyenleri anlamıyorum bir de her hatayı bireysel olarak deneyimleme motivasyonlarına hayran oluyorum ışık ve sevgiyle,teknosa
geçen yaz telefon almıştık teknosadan ödemesini yapıp kapıdan çıktık 5 dakika sonra iade edip başka telefon almak istedik 150tl kesinti ile kabul edebileceklerini söylediler böyle de net kuralları var,teknosa
hakkında düzenli olarak zilyon tane fantastik olay anlatılsa da yine de hala deliler gibi alışveriş yapılmaktadır bu mağazadanişin ilginci bu kadar temel fıkrasına konu olan bu mağaza çalışanları teknosa akademi diye bi yerde yetişmektedirler ötesindeler sanırım sorun orda uzay mekikleri falan,teknosa
mp3 pileyırımın sadece kulaklığında sorun vardı servise göndermek için tüm alet edavatı aldılar dönüşte şarj aleti gelmedi ikinciye servise aldılar bu sefer de şarj aletiyle birlikte usb kablo da ortadan kayboldu üçüncü kez servise aldılar sonra belgeler eksik gönderildiği için işlem yapılmadan mp3 pileyır ve çalışmayan kulaklığı aynen geri gönderdiler dördüncü kez servise yollandığında ise geriye bir şey dönmedi her servis arasında bir buçuk ay kadar zaman olduğunu düşünürsek yaklaşık olarak dört buçuk ay orda burda süründü zavallı bu sırada garanti süresi de geçti tabii artık tak etti bir tüketici olarak hakkımı aradım gittim şikayet ettim ancak garanti süresi geçtiği için hiçbir şey yapamayacağım söylendi tekrar teknosaya gittim servis sürecinde mp3 pileyırımla ilgilenen kadına kendisini şikayet ettiğimi söyledim inandı kusura bakmayın servisin döndüğünü her defasında geç haber verdim ama çok yoğunuz falan zırvalamaya başladı ulan mp3 pileyır yok ortada ne geç haber vermesi benden güç alan diğer teknosazedeler harekete geçtiler birinin elinde telsiz telefon vardı bilmem kaçıncıya servisten dönmüş ama hala çalışmıyor sonra bir baktım sinirli bünyenin tepkisi ile karşı duvarda parçalara ayrıldı kendisini şikayet ettiğimi sanan kadının eli ayağına dolaştı o anda orada bu konudan muzdarip kim varsa herkese ürünlerinin bedeli kadar fiş yazdı fişi de anneme verdim gitmiş meyve sıkacağı almış 1 kere içtik meyve suyunu bozulmasın diye kullanmıyor kimse cevahir teknosa artık önünden bile geçmiyorum,teknosa
katlanabilir klavyeyi klavye koruyucusu diye satmaya çalışan personele sahip firma bulunduğum ilde yeni açılmış bir teknosa expressti girdiğim yer dedim bu klavye koruyucusu değil katlanabilir klavye olmasın üstünde de flexible keyboard yazıyor bayan kısa süreli bir errordan sonra belli ki o da yeni girmiş işe daha yetkili gibi görünen başka bir bayana sordu o da kendinden emin bir şekilde hımm klavye koruyucusu bu dedi neyse dedim benim klavyemin korunmaya ihtiyacı yok dedim içimden tabi ve kaçtım oradan,teknosa
koskoca diye başlayacağım teknosanın koca internet sitesinde topu topu 1 adet dell marka notebook bilgisayar var ne diyim birşey diyemiyorum tav oldum sadece o kadar,teknosa
aldığım 3 ürünün de birbirinden bozuk ve sorunlu çıkması müşteri hizmetlerinin olaydan tamamen kopuk apayrı bir dünya oluşu bazı şubelerindeki satış temsilcilerinin yapışkanlıkta sınır tanımaması ürünü adam etmek için bana her ürünün 23 katı para harcatması değil teknik servise giden ürün yerine muadili verip maduriyet gidermek servis konusunda saldım çayıra mevlam kayıra yaklaşımı gütmesiyle en son bozuk ürünümü 15 sene önce aldığım o tarihten sonra itinayla uzak durduğum mağaza nerede bozulan ürün kürdan bile olsa yedeğini gönderen darty nerede sattım bitti mantığına sıkı sıkı yapışmış reklam harikası uzak durulası teknosa,teknosa
ankara gordiondaki mağazasında windows 7 çalıştıran netbookların piyasaya çıktığından haberi olmayan biz teknosa olarak satmıyoruz diyen elemanları olan mağazalar zinciri,teknosa
internetten almayayım da bir problem olursa iadesi kolay olsun diyerekten yakınımda olan bir teknosa bayiinden bir hoparlör aldım hevesle eve gidip kutuyu açtım kullanılmış ürün çıktı hadi neyse çalışıyorsa problem yok dedim bozuk çıktı yani bozuk diye iade edilen ürünü reyona koyma hatasını yapmışlar ertesi gün geri götürdüm reyondan başka ürün verdiler bu kullanılmamıştı ama bariz cızırdama vardı onu da iade ettim iade talebinde özellikle para iadesi talep ettim bir hafta sonra ürünün yenisini gönderdiler ee ben para iadesi talep etmiştimiade ettiğiniz ürün aslında bozuk değilmiş müşterimizi yani sizi memnun etmek amacıyla yeni ürün göndermişler amacınız müşteri memnuniyetiyse yeni ürün verilmesi beni memnun etmiyordedim tekrar para iadesi istedim birkaç gün daha bekledikten sonra önce hediye çeki teklif ettiler ben artık sizin mağanızda paramı harcamak istemiyorum dedim sonra paramı kesintisiz iade ettiler internetten alıp uğraşmayayım dedim pişman oldum diyeceğim o ki artık ancak 10 liraya dizüstü bilgisayar satıyoruz derlerse giderim yoksa gitmem gideni de sevmem döverim,teknosa
media markt ve electro world de 99 tl ye satılan gow 3 ü 179 tl ye satan bi de bunu sanki ucuza veriyorlarmış gibi kitapçıklarının en ön sayfasından duyuran kazıkçı firma,media markt
vakumlu paketlerdeki ürünleri geri almıyorlar bu arada tüketici hakları hede hödösüne göre almamak hakları imiş ama  markasına göre değişmekle birlikte müşteri memnuniyetine öncelik veren mağazalar geri alabiliyorlar 1 lira daha az vereceğim diye media markt yerine buradan alışveriş yapmamak lazımmış,media markt
teknolojik çöplük uydu alıcısı aldım annemlere verdim çatalcaya götürdüler uydu çalışmıyor geri getirildi teknolojik bozukluk kısmında bulunan hanım kızımıza verildi  servise vermemiz lazım dedi hayırdır bacım daha yeni aldın 1 ay bile olmadı gitti çalışmadı geri getirdim dedim oooooo ama aldığınız tarihe bakın dedi 25 gün olmuş eeeeeee ben bunu alıp 1 hafta sonra getirseydim dedim o zamanda olmazdı dedi ulan neden oooooo luyosun o zaman  biraz sesimi yükselttim beyfendi bana niye kızıyorsunuz tüketici kanunu cart curt dedi lan yürü git dedim sana kızmıyorum bu teknolojik çöplükten mal aldığım için kendime kızıyorum dedimsonra bir hışım götüm götüm çıktım gittim teknosa ömür plaza dan sonra kafamı çevirdim bir nah işareti yapıp rahatladım  elimde cetvel olsa tekno sa harfindekilere o cetveli denk getirmek isterdim diye düşündümsözün özü  acil lazım diye ve o an en yakınımdaki mekan o diye mal gibi gidip aldım siz siz olun burnunuzun dibinde bile olsa gidip ordan mal almayın yürüyün koşun  arabaya binin gidin başka yerden mal alın sonra benim gibi mal gibi kalmayın,teknosa
412 eylül 2010 arasında geçerli olan broşüründe çeşitli marka cep telefonlarına sigorta kulaklık hafıza kartı gibi aksesuarlar önerirken general mobile marka cep telefonlarının tümüne aksesuar önerisi olarak cep telefonu temizleyici öneren mağazalar zinciri general mobile fazla tercih edilmeyen bir marka tamam ama bu ısrarlı önerilerden dolayı general mobileın çok pis leşş bir marka olduğu sonucunu mu çıkartmalıyız birde cep telefonu temizleyici aksesuar mı yani şimdi teknosaya göre,teknosa
bayram hediyesi olarak oğluma uzun zamandır istediği uzaktan kumandalı arabayı teknosadan alma gafletine düştüm bayram sabahı paketi açtık büyük sevinçle ne görelim kutu aslında daha önceden açılmış içindeki ambalaj köpükleri kırık şarj cihazı bataryası eksik kullanma kılavuzu vs yok hevesi kursağında kaldı çocuğun bayram olduğu için mağaza kapalı koskoca firma kırık dökük daha önce açılmış içinden parçası eksilmiş cihazı rafa koyup satıyormilyon kere yuh olsun pazarcıda bile olmaz böylesi şimdi gitsem yok efendim yanlışlık olmuş vsvs içeride 20 kişi çalışyor ne yanlışlığı,teknosa
neden uzak durulması gerektiğini sizlere ufak bir örnek ile anlatayım yine belirtiyorum teknosa bu kurumun adı teknosağ değil sonunda yumuşağından bir g yok şu sitelere bir göz atın ayrıca fiyat karşılaştırması babında,teknosa
bimeks media markt electro world darty bestbuy gibi alternatifleri varken neden tercih edildiğini bir türlü anlayamadığım dükkanlar silsilesi,bimeks
teknosadan alışveriş yapan ve bu durumdan rahatsız olan insanları gördükçe tekrar tekrar lanet ediyorum bu sözüm ona elektronik mağazalar zincirine artık insanların bir şekilde teknosa olayının farkına varıp hayır arkadaşım bir pil dahi olsa teknosadan almam ben diyerek teknosaya karşı bir tavır sergilemesi gerektiği düşüncesindeyim zira biz tüketiciler olarak bir tavır koymazsak onlar koymaya devam edecekbkz teknosadan alışveriş yapacaklara tavsiyeler,teknosa
satış temsilcileri okuduklarından da anlamıyor gibi bir intiba oluştu bendegeçenlerde modem bozuldu yenisini almam gerekti günlerden ctesi ben de üşütmüşüm yatıyorum evde eve fazla uzak olmayan teknosa şubesine bizim yan komşuyu gönderdim kendisi bu tip cihazlardan pek anlamaz ben de kağıda adsl modem ile birlikte cihazın marka ve modelini de yazarak kendisine parayı verdim adsl modemi almak üzere çocuk gitti yarım saat sonra geldi kağıdı oradaki satış temsilcisine vermiş ve karşılığında adsl modem alacağına adsl router alarak gelmiş hasta yatağımdan kalkıp özel olarak tebriklerimi iletmek üzere o satış temsilcisinin yanına gittim ve afedersiniz beyefendi karışıklık olmuş yanıtını aldım ben yine de tebrik ettim tabi kendisini bi şekilde,teknosa
bkz teknosadan alışveriş yapacaklara tavsiyeler,teknosa
kendisiyle ilgili bir anımı da ben anlatayımbilkerk teknosadan mp3 çalar mı oyle bişey almıştırenteresan bi şekilde de ürün en ucuz teknosada bulunmuştur gitmeden önce kuşkulanılır falan ama markalı ürün sorun çıkmaz herhalde diye alınır bi kaç ay kullanılır ürün arızalanırürün teknosaya götürülür ordan teknik servise yollanır ve beklenmeye başlanır20 gün gibi bi süre sonraki kanımca makul bi süredir cep telefonum çalarbmüşteri hizmetleri kişisibbilkerk ile mi görüşüyorumbbilkerk bey falanca marka mp3 playeriniz tamir edilmiştir gelip alabilirsinizbteknosa görevlisibbeyefendi ürününüz henüz tamir olmamış şu an tamirde gözüküyor erken gelmişsiniz bkayıtlarımızda öyle bir arama görünmüyorb0 312 xxx yyy zzz bu sizin numaranız değilmite aramışsınız işte töbe töbethanfendi teknosa işi gücü bırakıp benim halimi hatrımı sormaya arıycak hali yok ya dalga mı geçiyorsunuz adamla diye çıkışılıro anda kasada sıra bekleyen insanlar da şaşkın şaşkın bakmaktadırtberserk modda hanfendi delitrtmeyin adamı önce aramaış diyosunuz sonra numara çıkınca hal hatır sormaya aramışızdır diyosunuzbu ne ciddiyetsilikben kalkıp işimden buraya geliyorum siz benle kafa buluyorsunuztpısar yok efendim bir yanlışlık olmuştursiz gidin biz gerekirse size kargoyla ürünü gönderelimbneyse aman kalsınadam akıllı geldiğinde arayın yeter der mağazadan ayrılıryani kendinden bile haberi olmayan mağazadır sonuç itibariyle,teknosa
türkiyenin en pahalı en kazıkçı elektronik ürün satan marketiayrıca bu firmada çalışan insanlar kadar müşterilerinden nefret eden başka bir firmaya rastlamadım ben arkadaş yahu işini sevmiyor olabilirsin maaşını ürünü firmayı ama bu sana müşteriye bok gibi davranma hakkı vermeztürkiyenin satış sonrası müşterilerine en kötü en saygısızca davranan teknosa şubesi ise mecidiyeköy meydanda bulunmaktadır bu entry i yazdıracak kadar nefretlik bir firmadıro derece ki daha ucuza ürün satsalar bu adamlardan almam ben elektronikte en önemli şeylerden birisi satış sonrası hizmet  garanti süreçleri  satış temsilcisinin yardımlarıdır bu adamlar bunu yapamıyorlar arkadaş,teknosa
kopkopçuyuz biz temalı reklamlarıyla beni renklerinden dahi soğutmuş sabancı girişimidir merak edenler için not elektronik eşya alıyorsanız özellikle çok para veriyorsanız hatta elektronik değil ayakkabı bile alıyorsanız faturanızı saklayın keza fatura elinizde olduktan sonra teknosa darty istanbul bilisim farketmez türkiye standartlarına göre standart dünya standartlarına göre vasat bir teknik servis ve garanti kapsamı tecrübe edersiniz,teknosa
sandisk sansa c250 mp3 çaları hem o zaman piyasadaki en uygun fiyata hem de hama marka tripod hoparlör hediye ile aldım buradan sanırım fiyat belirleyen kişilerden birisinin gözünden kaçmıştı ki böyle ucuzdu haha üzerine farklı bir yazılım ile rockbox micros sd kart girişi ile 2 yıldan uzun kullandım bu cihazı cihaz hâlâ sağlam ama pili öldü pil almak lazım kablo ile iş görüyor micro sd kart okuyucu işine de yarıyornasıl olduysa teknosa dan memnun kalmış az kişiden biriyim sanırım tabi sadece o alışveriş için,teknosa
bir şey almadan çıkmadan önce yardımlarından dolayı kendisine teşekkür edildiğinde yanıt dahi vermeden öküz gibi arkasını dönen çalışanlarla ürün satmaya çalışan teknoloji mağazasıdır bkz teknosa bahariye,teknosa
6070 liralık basit bir aleti değiştirmemek için bin dereden su getiren daha ilk anda isterseniz tüketici mahkemesine gidin bir şey elde edemezsiniz diye müşterinin önüne belge filan koyan firma salaklık bende teknosadan niye alıyorsun normal bir esnafın tabii değiştirelim şöyle ürünümüz var bunu bi deneyin filan diye hemen değiştireceği bir şeyi efendim biz firmayız kurumsalız filan diye değiştirmediler 1960lardan beri müşteri memnuniyeti gibi bir kavram gelişti ticarette hatırlamalarında fayda varbir şey almayın aldırmayın aynı ürünler normal mağazalarda satılıyor tok satıcıdan hayır gelmez,teknosa
birilerinin bir şekilde üzerinden kara para akladığını düşündüğüm şirketmağazalar zinciri tamamen salladım ama sallamanın da bir kararı olmalı değil mi neden çünkü teknosalar kuruldu kurulali bir kere memnunuz süper diyen bir müşterisiyle tanışmadım üstüne hem pahalı hem de taksit imkanları cok sınırlı ve faizli bunca senedir hala ayakta kalabiliyor olmasının başka sebepleri olduğunu düşünmeden edemiyorum ne yazıkki hatta sattıkları mallar vendorların ellerinde kalan stok fazlası mallar falan dahi olabilir zaten satınalma sistemlerinin sacma sapan bir şekilde işlediğini de duymuşluğum var çeşitli tedarikçilerden bir zamanlar virgin satin alacak diyolardı ama ses çıkmadı bir daha hayatımda 1 kere 1 çöp almışlığım yoktur almamda zaten ne zaman gitsem ya ukala ukala cevaplar alıyoruz ya tersleniyoruz yada bilmemne zaten musteri temsilcisi mi reyon gorevlisi mi neyse o arkadaslarda konularina pek hakim degiller zaten hakim olsalar teknosada işleri nekısacası varlığının ülkeme 1 gram faydasının olmadığını düşündüğüm bir ticarethanedir,teknosa
mediamarkt ve electroworld karşısında aciz duruma düşen daha da aciz durumlara düşmesini istediğim mağazalar zincirizamanında tekel olduğu için milleti kazıklıyorlardı şimdi piyasanın en kötü teknoloji mağazası olmasına rağmen hala kazıklamaya çalışıyorlar bedavaya ürün verseler gidip almam,mediamarkt
mediamarkt türkiyeye geldiğinden beri uğramadığım teknolojikçi biliyorum bazı ürünlerde mediamarktın altında fiyat çekiyorlar ama buradan alışveriş riskini alamıyorum sadece olur da fabrikasyon hatası falan uğraştırırlar mediamarkta giderim sorunumu anlatırım faturamı veririm paramı alırım,mediamarkt
daha yirmi dakka önce istiklaldeki şubesinden logitech kablosuz maus aldım 399 liraya hakkında bu kadar entry girildiğini görünce yazayım dedim bkz ekşi sözlük eski zamanlar fiyat listesi,ekşi
bu akşam cevahir şubesinden yüksek meblağlı bir alışveriş yapmamış olsam da fakirim lan işte tamam 31 liraya bir fare aldım logitech marka rx1500 model bir fare aldım fakat içinden 90 liralık notebooklar için rahat kullanılabilen bluetooth özellikli v470 modeli çıktı hem de içinde iki tane de duracell pil var şimdi lakayit bir firma mı desem yoksa 60 liralık kıyak geçen bir firma mı desem bilemedim ama acayip bir firma olduğu kesin neyse en iyisi yarın teknosaya gideyim de insalık yapıp fareyi geri vereyim çok iyi bir insanım ben ya kljasgskag,teknosa
denizli forum çamlık şubesinde bir dizüstü bilgisayar modelinin teknosacomda daha ucuz olduğunu söyleyen arkadaşımao zaman internetten al bilgisayara bişey olduğu zaman internete götürürsün diyebilen küstah satış temsilcisine sahip firma,teknosa
zamanında philips marka bir kulaklığı bana 60 liraya yazıyla altmış satmış teknoloji mağazasıolay kulaklığın 60 lira olması değil ama başka bir mağazada aynı kulaklığı 20 liraya bulduğumda yaşadığım ben enayiyim duygusu paha biçilemeztamam bir fiyat farkı olabilir belki 10 lira olur 15 lira olur ama böyle birşey hayatımda ne gördüm ne duydum ne de bir daha yaşadım 300 farktan bahsediyorum sözlük tabii durumu görünce dayanamayıp gidip teknosadaki satıcı arkadaşlara biraz veryansın ettim daha bitmedi bir de kulaklık 2 haftasında bozulunca bir daha çok zorda kalmadıkça kapısından bile girmediğim teknoloji mağazasıdır aynı zamandabu olaydan sonra yöneldiğim daha iyi bir alternatifi için vatan bilgisayaredit evet bende de biraz kusur var hiç yapmadığım birşey yapıp fiyat araştırmadan alışveriş yaptım ama bu kadar bahtsız bedevi hissini yaşadığım olmamıştı bir alışveriş sebebiyle ama kaç kişi öyle fiyat araştırıp alışveriş yapıyor ki demek ki tutturabildiğine mantığıyla bir yaklaşım da söz konusu,vatan
dizüstü bilgisayar alacağım zaman teknosa da çalışan bir tanıdığa danışmıştık bize aynen şöyle dediburadan bir şey alınmaz pahalı ve servis hizmeti iyi değil demişti bunu birde çalışan söylüyorsa vay haline orasının düzeltme imla,teknosa
burada defalarca yazıldığı gibi çalışanlarının maalesef yeterli bilgiye sahip olmadığı firmadır tabi burada en başta çalışanları suçlamamak lazım tahminen teknosa da diğer birçok şirket gibi insanlık dışı şartlarda personel çalıştırdığından kelli çalışanlarda asgari düzeyde bir iş memnuniyeti bile yaratamamaktadır en nihayetinde çalışanlarda işlerini gönülsüz yaptıklarından ancak bu kadar fayda verebilmektedirler gerçekten küstah ve bilgisizler bu sınıfa girmemektedir tabi ki zira media center sorduğumda şaşırıp bizde yok diyen bir çalışanının arkasındaki rafta crea media centerların dizili olduğunu görmek beni bu kanaata itmektedir,teknosa
siz derdinizi serzeniş ve şikayetinizi mağaza müdürüne anlatırken kıçını dönüp sizi dinlemeden başka işlerle uğraşan çalışanlara sahip kurumsalımsı firmaayrıca teşhir ürünleri rakipleri kadar media markt electro world kurcalatmadıkları gibi satış temsilcileri de sizlere yardımcı olmaz,media markt
6000 metrekarelik ufacik bir dukkan actilar gecen hafta galiba cevahirde bizim bakkal dukkanimiz da oyle iki dirhem bir cekirdekti iste ayrica zararina satip rakiplerimi batiracagim demek ozellikle de o ismin sonunda sa eki oldugunda ticaretle ne kadar istirak icinde olundugunu gosteriyor rakibi batirmak diye bir ticari amac olmaz olamaz izlenilen politikalarin sonucunda bu gerceklestirilir bunlar strateji olur ancak fakat zararina satisi dusunmek zaten ticareti basindan bilmemekten ibarettir kucuk baligin zaten koparilacak yeri yoktur buyuk balik etlerinden biraz kaybetse de bir sey olmaz zira edecegi zararlar onun genel yapisi icinde cok ufak kalir hatta too big to fail diye boyutun onemini ve sistemin carpikligini anlatan bir kitabi da var andrew ross sorkinin ticaret oyle 24 saatte atinayi aliriz oglum sonuc super olur inanin media markt dize gelir saturn emekler electro world ip atlar oh yea,media markt
sattıkları kablonun bile ne işe yaradığını bilmeyen elemanların çalıştığı firmafiyatlarda uçukaldığınız ürünü açmazsanız iade edebiliyorsunuz diyorlar da açmadan arızasını nasıl tespit edebileceğim konusunda yardımcı olamıyorlaryalnızca tv alacak olanlara tavsiye ederim  gidin bir teknosa teşhirinde beğenin  beğendiğiniz ürünü başka bir mağazadan alın,teknosa
kayıt dışı telefon satan şirket kesinlikle tavsiye edilmemektedir 2 hafta önce aldığım telefona gelen mesajda telefonumun kayıtlı olmadığı ve kullanıma kapatılacağı yazıyor teknosa bunu nasıl yapabiliyor bu konuda kendilerine nasıl yaptırım uygulanmıyor gerçekten anlayamıyorum,teknosa
şişli cevoya girilir speedlink black widow game pad alınırfiyat  9490 tldirdemirören istiklal merak edilir içeri girilir saturne şöyle bir göz atılırken aynı ürün görülürfiyat  74 tldirşok olunur teknosaya sövülürherkes için fahiş fiyatteşekkürler teknosa ası uzatılarak,teknosa
vermedigi halde teknik servisten yenisi teslim edilen urunun yenisinin de fisini verdigini iddia eden ve bunda inat etmekten cekinmeyen calısanlara sahip firmagerizekalı degilim mouse verdiniz ve kutusu aynen duruyor icinde sadece garanti belgesi var o zaman ne yeni fis verildi ne garanti belgem yazıldı cizildi ne de eski fis verildi banayine bana logitech genel merkezi ile konusup cozumu oyle halletirmek kalacak sanırımbir daha kendilerinden urun alırsam cumle alem beni siksin demistim sozumun arkasındayım ama bu mouse sorunsuz calısana kadar da yakanızdayım yok oyle biz fisi verdik fis sizde degilse bizi ilgilendirmez biz bakamayız demeler dalga mı geciliyor adamlaayrıca buradan veya sikayetvarcomdan sikayet edince ve urunu almaya gidince ilk seferde magazada basından beri problemle ilgilenen hanım sunu soyledi bkz teknosafrtslck,logitech
bu güne kadar gerek kendim gerekse bu tip işleri bana yıkmayı görev bilen eşdostakraba çevrem adına yaptığım alış veriş sayısı 50 civarıdır teknosadanve yaklaşık 40 adedi arızalı ya da hatalı çıktı iade ettim  iade tartışması yaşadım garantiye gitti geldi bir kısmı tamir oldu bir kısmı olamadı bi kısmı üretimden kalkmıştı hediye çeki aldım çek ile alınan ürünlerin de başına benzerleri geldiürünü 100tl ye satıp ürün iadesinde yerine 75tl lik hediye çeki vermesinin çirkinliğini bir kenara koydum muhteşem bir garanti süreci bile yaşatcak olsa bütün adımları müşteri memnuniyeti odaklı olmuş bile olsa 50 ürünün 40 tanesi bozuk çıkan bir mağaza buhemen değişmesi yok efendim hemen giderilmesi umurumda değilki öyle bir durum zaten yok ben parayı peşin ödemişim alıp keyifle kullanamamışım kio kadar gitme gelme maddi kayıp zaman kaybı yaşanan stresin bedeli yok tabiklasik açıklamalarıdır  hocam elektronik ürünlerde bu tip durumlar yaşanabilir iyi yaşanır da bu kadar mı yaşanırbundan gayri siz sağ ben selamet,teknosa
logitech z5500 marka 51 almak için evime yakın olan mağazaya gidilirellerinde yokmuş internetten sipariş edebilirsiniz yanıtıyla eve dönülürsipariş verilirertesi gün gelen telefonla kimlik fotokopisi vs isteniryollanırertesi gün yeni bir telefonfax ellerine ulaşmamıştır çünküyeniden yollanırsinirler gerilmiştirbu ürün vatan da falan yok muydu acaba diye siteye girince ne görülür799 liraya aldığım set vatan da 599 lira 25 daha pahalı olabilir mi bi ürünteknosa da oluyormusfena koydu vesselam,logitech
sezarın hakkını sezara vermek gerek her ne kadar fiyatları pahalı da olsa yeteri kadar ikna edici olunduğunda alınan ürünü değiştiriyorlar örneğin kablosuz ağ kurmak için aldığım access pointin modemle kablolu bağlantı kurmadan çalışmadığını öğrenmem üzerine yanlış yönlendirilmiş olmanın verdiği sinirle gittim ürünü teknosaya geri verdim bana karşılığında ürün bedeli kadar alışveriş çeki verdilertabiki nakit vermeleri gerekirdi orası ayrı ben de bu çeki hiç sorun yaşamadan aldığım başka bir ürünün bedeline mahsup ettirdim daha önce de yine bir kere kablosuz klavyefare seti değiştirmişlikleri var,teknosa
