text,predicted_sentiment,confidence_score
Ürün Wahl markasının T cut makinesinin birebiri bu ürün saç kesmek için değil ense sakal çizimleri için kullanılıyor ve fiyatına göre en kaliteli makine ayrıca kuzey pazarlamanın tüm ürünlerine sorunsuz güvenebilirsiniz,2,0.99757653
resimdeki gibi geliyor bu fiyata gayet güzel bir ürün,2,0.99687946
Üzücü memnun değilim ocağından bozuk geldi aspatör 3 gün sonra ses çıkarmaya başladııı,0,0.99845016
fiyat6na gore iyi is gorur,2,0.9975382
kızım için aldık ve fiyatına göre süper,2,0.9974438
bu model bence bumarkaya yakışmıyor değiştirirlerse bir dakka durmam saygılarımla,0,0.9803745
Herkesin bahsettiği özenli paketlemeyi malesef benim ürünüm için uygalamamışlar Ürün kutusunu sanki dürüm gönderiyor gibi streç filme sarıp göndermişler doğal olarak geldiğinde ekranı kırılmıştı ve iade etmek zorunda kaldım,0,0.99767596
sağda solda jahreine özel hız diye reklamları dönen iss jahreine özelse bize niye reklam ediyorsunuz reklamlarınızı kim hazırlıyorsa oturup bir gözden geçirin,1,0.9983386
Bir üst modelini almak konusunda oldukça kararsız kalmıştım ancak aldığım günden bu yana oldukça memnunum arka kısmındaki kamera performansı çok yüksek neredeyse gözümle gördüğüme yakın görüntüler elde edebiliyorum aynı zamanda yüksek çözünürlükte fotoğraf çektiği içinde fotoğrafları büyüttüğümde de hiçbir bozulma yaşamıyorum RAM ve işlemci kapasitesi yüksek olduğu için güncel oyunları rahatlıkla oynayabiliyorum,2,0.9974825
Berbat bir fırın turbo var güya fan dönmüyor turboda ısıtmıyor Bir bakıyorsun bembeyaz pişmemiş daha bir kaç dakika sonra bir bakıyorsun yanmış Tam bir rezalet,0,0.998696
Çok kötü beklediğim gibi değil sadece bir çekmece ve kargo çok geç kaldı,0,0.99675685
Insanlari kandirmayin lutfen ,0,0.9947107
naturalin geçen arkadaşıma 20 gb interneti nasıl bitirdin diye sorunca hikayeleri falan izliyorum sadece demişti ondan bitmez demiştim yamuldum ,1,0.9920575
ulaşabilirseniz satıcı ilgili ürün fiyat performans ürünü,2,0.9975103
Cocuguna telefon vermek ıstemeyen anneler ıcın guzel bır tercıh severek kullanıyoruz,2,0.9969387
faturayı ödemeyi unuttuğunuzda hiç bir hatırlatma yapmadan bağlantıyı kesen servis sağlayıcı insanlıktan nasibini alamamış bunlar oysa bir mesaj kadar yakındık,1,0.99837565
allahım sana çok şükür inşallah bir daha da açılmaz hepimiz msnli yıllara geri döneriz,1,0.9984236
Ürün elime ulaşınca hemen denedim daha önce olumsuz yorumlar okumuştum ancak ben sorun yaşamadım henüz kullanımı kolay yalnız kullanma kılavuzunda üst kısmın de yıpranmaması gerektiği yazıyor kullananlar yıkıyorlar mı acab,2,0.9970336
bu fiyata çok iyi bir ürün Berberimde görmüştüm Modelini markasını alip hemen sipariş ettim Çok çabuk sıfıra yakin traş yapıyor Ben memnun kaldım,2,0.9969607
yorumlarda etiketlenmeyi kapamayı bulamadığım uygulamaarkadaşlarım dışında yorumlarda beni kimsenin etiketlemesini istemiyorum ama böyle bi seçenek var mı bilmiyorum varsa yeşillendirir misiniz lütfen,1,0.9983328
Beğenmedim ürününüzü,1,0.9055012
ses kalitesi berbat,0,0.98722446
Çok güzel ben telefon karşıtı bir anne olarak bunu çok sevdim kızımda bayılarak oynuyor ,2,0.99725
berbat boyutlar farklı geldi Sarı renkli olan daha büyük idi,0,0.9970989
boşuna almayın gerçekten saçma param boşuna gitti,0,0.9988427
kapısından geçmeye bile tövbeli olduğum dükkan,1,0.99810624
Gecen hafta yeni kurdugum sistem icin kullandim ama begenmedim Cok ses cikariyor ve performansi bence cok basarili degil,0,0.99758077
Fiyatına göre güzel bir ürün,2,0.99745804
super bir ürün  cok gzl parcaliyor,2,0.9964664
almayın sağlam değil heryeri oynuyor birazdaha fazla verin pahalısını alun,0,0.994207
fiyat performans gayet başarılı ben çok sevdim,2,0.99730814
aylık 82 tlik evde internet aboneliğinin taahhütü bitimini sms ile haber verip görmemenizi sağlayan ve bunun neticesinde normal tarifeden 350 liralık bir fatura gönderen türkiye cumhuriyetinin özelleştirilmiş halk düşmanı rezil şirketi,1,0.99831057
Çok güzelHer şeyiyle tam aradığım çaydanlıkMükemmel çalışıyorTavsiye ederim,2,0.99760157
basarili ve kaliteli bir urun ,2,0.99683005
bi ablama almıştım gerçekten kötü gidin flo dan alın,0,0.99761224
Kesimi güzel Makine bir tık küçük geldi gözüme,2,0.9934196
mutis bir set,2,0.9968407
dolandırıcı birileri taahhüt yapın yoksa haziran ayında 140 lira olacak diye arıyor dikkat edilmeli,1,0.9983095
3 tl damga vergisi gelir diyerek her şey ama her şey dahil diyerek abone alan tedarikçi sonra 23 lira damga vergisi 27 ay boyunca da 7 tl modem ücreti çıkar hayırlı işler,1,0.9983406
ürün harika 3 makineyi arkadaşima aldım problemsiz,2,0.9975649
Bosch kalitesine sahip ancak Türkiyede filtesi bulunmuyor Üzerindeki Filtresi kirlendikten sonra anı olarak saklayabilirsiniz Filtresi olmayan süpürgeyi satıp tüketiciyi niçin mağdur ederler anlamak mümkün değil,0,0.9970906
zerreciklerini emebiliyorMemnun kalmadım,0,0.9985655
muhteşem ötesi reklam videosu yapmış şirket,1,0.9970395
galiba 23 gündür yurtdışı çıkışlarında sıkıntı olan sağlayıcı sitelerin genel yavaşlığının yanında ping spike da aşırı fazla avusturyaya 60 ping atmama rağmen her 5 saniyede bir 400e fırlaması yüzünden hiçbir şey yapamıyorsunuz telekom her zamanki gibi pingle ilgili herhangi bir durumun kendilerinden değil sunucuyla modem arasındaki bir sorundan kaynaklandığını söyleyip sorumluluk almaktan kaçıyor yıl 2016 olmuş ama hala pingin kendi problemleri olmadığını iddia eden bir internet sağlayıcı mevcut evet ne kadar ip değiştirsem de sorun devam ediyor dnsle de çözülmüyor beklemekten başka çare yok herhalde,1,0.9983602
iyirengi çok güzel Isıtması gayet hızlı ve ısısı çok yüksek Tavsiye ederim,2,0.9973303
şunu anlamıyorumpc de oyun varpc dekilere torrentle vs zaten beleş bu oyunex bix demek zaten pc demekkendine has oyunu vs yokps cilerin oynayip unuttuğu oyunu verince ne oluyor la zaten pc de oyun beleşla aten ps ciler oyunu unutmuş bilebaşka avunacak bişeyinizmi yok ?,1,0.98943514
26 eylül 2019 istanbul depreminde çuvallayan 10 saat hiç bir hizmet veremeyen sonrasın da bu çöküşün sebebini ve sorumlularını açıklayıp özür dilemesi gerekirken abonelerine 10gb rüşvet dağıtıp her şeyin unutulmasını bekleyen gsm operatörüverdiği rüşvet hiç bir işe yaramayacaktır depremden 24 saat sonra bile çalışmamış insanların en önemli anında işe yaramamış bir firmanın bu saatten sonra piyasa da tutunması imkansız iktidar numara taşımayı yasaklamazsa 6 ay içinde tamamen dibi görecektir,1,0.9983814
Aynı gün kargoya verildi 1 gün sonra sabah elime ulaştı paketleme güzel şarj standı sorunsuz çalışıyor usb ile de şarj oluyor kesimi gayet başarılı tavsiye ederim,2,0.99728584
kücuklügüme döndüm,2,0.99696714
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
türknet destek alamadım.,0,0.99869734
bkz 63659155,1,0.9983181
superonline çok memnunum.,1,0.99753284
superonline çok memnunum.,1,0.99753284
superonline çok memnunum.,1,0.99753284
superonline çok memnunum.,1,0.99753284
superonline çok memnunum.,1,0.99753284
superonline çok memnunum.,1,0.99753284
superonline çok memnunum.,1,0.99753284
superonline çok memnunum.,1,0.99753284
Çok beğendim teşekkürler,2,0.99729747
çok iyi bir çok oyun var memnun kaldık,2,0.9973284
Babama hediye aldım Çok kullanışlı bir ürün ve memnun,2,0.9974554
Arkadaşımın iş yerinde gördüm öyle aldım Ben bu kadar ucuz olduğunu bilmiyordum  Ürün hem ucuz hem de temizliği kolay Hızlı teslimat için teşekkür ederim,2,0.9970361
Fotoğraftaki kadar güzel durmuyor ve kalıpları hafif dar,0,0.9943763
Guzel degil ip atlayamadim yeni basliyorum belki ondandir ama bilemiyorum cok ince kalitesiz,0,0.99857473
İki gün önce aldım saat dondu hiç bir tuşu çalışmıyor rezalet bir saat,0,0.99778026
Paranızı çöpe atmayın benim gibi,0,0.99839514
sanırım teknolojinin evkuru alınan bir üründen menun kalındığını bozuk çıkmadığını ya da sorun çıkartmadığını duymadım henüz,1,0.9984004
teşekkür ederim güzel kullanışlı,2,0.99768317
fiyatına göre güzel ürün teşekkürler,2,0.99766856
Hediye olarak aldım severek kullanılıyor,2,0.997152
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Her zaman sorunlar yaşıyorum ve internet bağlantısı yavaş.,0,0.9965712
Duş alırken kolumda unutmuşum su aldı bozuldu şuan açılmıyor,0,0.97784084
yıl olmuş 2019 hala adsl üstünden stabil bir bağlantı veremeyen şirket hadi fiberimiz yok 8mbt internet var hadi bari ondan randıman alalım ama yok ping 50 115mbt arası bu hız kota aşımında bile bu kadar kötüye çekilemiyordu servisine haber verirsiniz gelir telekoma telekomcu gelir bunlara bok atar ve çözümsüz kalmaya devam edersiniz bir de “verdiğimiz uyduruk modemi kullanmıyorsunuz o yüzden buradan müdahale edemiyorum” goygoyu var ki evlere şenlik adam gibi modem verin o halde,1,0.9983
kalitesini eşim beğenmedi performansı kötüydü,0,0.99025714
Hacı yağı gibi kokuyor sevmedim aynı satıcıdan aldığım mumlar daha güzel kokuyor,0,0.99865687
küçük ve sert fiyatina gore anca boyle,0,0.9937263
yeni yıla internetsiz sokmuş oluşum arkadaş ayda 3 gün internet mi gider yahu  ararsın genel arıza var  ulan yan komşuda da var aynı internet kısacası taahhüt dolsun vın turizm vodafone mobili taşımıştım vodafonea çok memnunum evi de gönül rahatlığıyla taşıyacağım senelerdir çalışan internetin ağzına ettiler,1,0.99828374
ayakta alkışlıyorum büyük bir dolandırıcılık büyük başarı,1,0.9983308
Cok kalitesiz duruyor  derimod sanıp almayın alakası yok,0,0.9988238
Kullandığım en akıllı telefon Beyaz rengi çok güzel asil bir renk mp yeterli ses kaydedicisi çok güzeç hoparlör çok net ses veriyor performansı iyi donma 12 kez yaşadım o da 12 sn o kadar,2,0.9974356
yeni boyayıp gondermişler hiç bir işe yaramaz,0,0.9985391
türkiye nazarında altın değerinde olan servistemmuz gibi sistemimi toplayınca bir senelik alıp oyundan oyuna akacağım red dead redemption 2nin kaldırılması içimi burkmadı değil.,1,0.99795616
bu kadar para etmez kesinlikle tavsiye etmiyorum,0,0.99893063
İç tabanı bombeli geldi ayağı çok rahatsız ediyor,0,0.99807763
Bu Ürünü beğenenler nasıl beğenmiş anlam veremedim değil 20 lira 2 kuruş bile etmez kesin likle tavsiye etmiyorum kargo zaten bildiginizgibi tavsiyem uzak durun Yorumlara bakarak aldım hata etmişim deri görmesek kandiracaklar,0,0.9989398
Üründen iki tane sipariş etmiştim fakat ikiside farklı çantalar geldi yarın iade edeceğim Bu kadar dikkatsizlik özensizlik olmaz,0,0.99873656
tesadüfen rai 1daki reklamlarına denk geldim ilginç bir şekilde italyanca dublajı haricinde web sitesinin gösterildiği sahneleri türkçeydi,1,0.99836844
Parasına göre çokiyi parasının alabileceği en iyisi Gayet güzelkesiyor tavsiyeederim,2,0.99736243
Ürün O kadar kaliteli değil ve kısa 180 üstü zorluk çekebilir atlarken,0,0.9986091
Kaliteli değil ucuz duruyor,0,0.99850106
Fırının pişirmesi muazzam bir benzerini köydeki evimizde de kullanmaktayız Burada da bir tane olsun istedik ve almaya karar verdik ancak içindeki tel ızgara yerine oturmadığı için iade etmek zorunda kaldık Müşteri hizmetlerini de aradım belki değiştirirler diye ancak kendilerine ulaşamadım Bu biraz güven kırıyor maalesef Muhtemelen aynısından tekrar alacağım ancak görerek dokunarak olacak bu sefer amazzona teşekkürler iade konusunda çok yardımcı oldular Ürünü ücretsiz geri gönderdim ve sorunsuz bir şekilde para iadem yapıldı,1,0.99827754
çok sevdiğim fakat hiç oyun bulamadığım sistem artık oyunlar bize hitap etmiyor gibiyeni çıkan oyunlara bakıyorum hep bi robot var zombi var oyuncular uçuyor kaçıyor sıfır strateji başka oyunlara bakıyorum çizgisel ilerleme modu vermiş elinize de bir silah veriyorlar vura vura ilerliyorsunuzbu oyunlarda kafanızı çalıştırmanıza hiç gerek yok ilerle vur devam et aradığım oyun ise özgürlükçü olacak oyunun nasıl ilerleyeceği size bağlı olacak bunlara örnek rimworld kerbal space program mine craft farming sim shooter olarakta squad gibi örneklermaalesef bunların hiçbirini xboxta bulamadığım için bir ay alıp 12 oyun deneyip bırakıyorum.,1,0.9983766
Montajı zordu,0,0.99831533
ürün güzel tavsiye ederin sıfır kesim için aldım gayet iyi,2,0.99741495
ekran kalitesi kötü şarjı çok az gidiyor çok kaliteli birşey beklemeyin,0,0.99782556
ürün harika bütün eski oyunlar için de var resmen çocukluğuna dönüyorsun,2,0.99752
Kesinlikle hiç mantıklı bir seçim yapmadığımızı anlamış bulunuyoruz O kadar araştırmıştık çok hevesle almıştık temizlik bizim için eskisinden daha zor oldu Koskoca Philips firması bu kadar kullanışsız bir ürünü nasıl tasarlar gerçekten anlamak güç Yalnızca çekişi çok kuvvetli diye inanın alınmaz Bekarlığımda kullandığım minik toz torbalı basit uygun fiyatlı yerli marka elektrik süpürgeleri bundan çok daha kullanışlıydı Bir yerden başka yere küçük oynamalar yapmak için sürüklemek imkansız gibi bir şey Makine uç tarafından hafif havaya kalktığı zaman kendini kilitliyor ve gitmiyor İlla düz durunca gidebiliyor Bu da ufak hamle hareketlerini sürekli engelliyor Özellikle halıyı süpürürken elinizde tuttuğunuz o sap her an ayrılacak gibi oluyor Birleşim yerlerinden ayrılır gibi esnediğini elimde sürekli hissediyorum Tam anlamıyla tasarım hatası olmuş Eminim bir süre sonra kırılacak Ayrıca çok hantal bir makine olmuş Sakın almayın İade etmediğime çok pişmanım Bundan 1000 TL daha uygun olsa bile benim için alınacak bir ürün değil,0,0.99874914
ürünü eşime aldım çok memnun diğer pahalı ürünlerden hiç bir farkı yok,2,0.99747014
aldığım ilk gün şarj sorunu için iade ettim red cevabı aldım teknik servis sorunu diyo geri yolluyorlar aynı ürünü tavsiye etmem kesinlikle,0,0.9989581
Ürün fotoğraflarda göründüğü gibi değil ve alt tabanı beyan sipariş edilen ayakkabının taban rengi siyah olarak teslim edilmiştir ,0,0.9988047
saat çalışmamakta kesinlikle memnun değilim hâliyle tavsiyede bulunmuyorum iade etmekten başka çare bırakmıyorlar maalesef,0,0.9983734
Tşk kaliteli ürün hızlı kargolama,2,0.9969649
başıma gelen hikayeyi anlatayım forumdan ve buradan öğrendiğim şekilde microsoft store dan 6 tane 6 aylık live gold üyeliğini kendime hediye ettim hepsini tek tek aktif ettim aktif ederken bölge olarak united kingdom gözüküyordu önemsemedim 3 senelik live gold üyeliğim aktif olduktan sonra ultimate gamepass almaya çalıştığımda bölgeniz değişik olduğu için satın alım yapamazsınız diye uyarı geldi microsoft müşteri hizmetlerini aradım durumu anlattım teknik servise aktarıyoruz dedi karşımda hintli ingilizcesiyle yunanistan da yaşayan biri çıktı 15 dakika uğraştı kodlayıp bana anlatarak microsoft hesabıma girip bölgemi değiştirdi en sonunda gene olmayınca 3 senelik bütün üyeliğimi iptal etti türkiye üzerinden tekrar 3 senelik live gold üyeliği aktif etti ben de bir aylık ultimate alınca 3 senelik ultimate üyelik aktif oldu toplam 765 tl tuttu bu da burada not olarak dursun 3 sene sonra tekrar üye olmak istediğimizde bakalım ne kadar vereceğizedit bir suser den mesaj geldi aralık 2020 de 3 yıllık ultimate üyelik için 545 tl ödemiş bu da burada not olarak dursun.,1,0.9984042
42 numara istedim 43 geldi kargo teslimat hızlı,2,0.901631
Iyi gayet beğendim,2,0.99719656
cok uygun ve kaliteli,2,0.99721175
hizi iki kat artırıp dört kat indiren dünyanın en başarılı pazarlama şirketi müşteri ilişkileri gurusu alt yapı bakanlığı uzay teknolojileri üssü off ne süper şirket vay,1,0.9981718
0850li hatlardan günde en az 2 kere aranmama neden olan issdigitürk belasını başıma dert eden issharicinde çok memnunum ama bu durum benim canımı sıkıyor kişisel verilerin gizliliği diye bir şey vardı değil mi neden sattınız verilerimizi ona buna bi yandan türk telekom arar bir yandan digitürk yeter lan ben bunlarla mı uğraşacağım şu numaraları nasıl engellerim temelli bir bilen var mı,1,0.99836546
Çok dayanıklı bir ürün 2004 yılından beri kullanıyorum Kaliteli ve sağlam bir ürün,2,0.99758303
Harika bir ürün Fiyatını fazlasıyla karşılıyor Bir çok iyi markadan daha iyi hepsine taş çıkarır,2,0.9975962
bir ağırlık birimi,1,0.998384
Teslimati hizli Yanliz üründen menun degilim Bicaklari cok yukarida O yüzden sivi katmadan hic bisey püre haline getiremiyor Amacim sivisiz meyve püresi di yanliz olmuyor,0,0.99836165
Yorumlarda herkes olumlu bahsetmiş bende alacağım,2,0.9972899
ürün faeklı kalitesiz bir marka geldi güvenilmez bence,0,0.99868816
