sentiment,content,Text_Length,predicted_sentiment,confidence_score
2,Ürün anlatıldığı gibi iş görür,30,2,[2.1179654e-03 5.7088485e-04 9.9731112e-01]
2,Kaliteli ve uygun fiyat,23,2,[2.3343472e-03 4.9089117e-04 9.9717474e-01]
1,Merakımı gidermek için aldım 1 yıl olmuştur alalı Bir kaç kere kullandım sonra attım kenara Kızım seviyor ama 3d tam anlamıyla değil Telefona yakından bakar gibi oluyor Kenarları siyah kalıyorSizi saracak ekranın içine alacak bir yapı değil  Çocukları gönüllemek için alınabilir sadece,285,2,[0.00427643 0.09618672 0.8995369 ]
0,hiç güzel degil 5tl lik amartisörü k0ymamişler öyle sallany0r,61,0,[9.9883050e-01 7.3754322e-04 4.3201682e-04]
1,dun rezaletti bugun daha stabildi fakat toplantinin ortasinda gittive bir suredir haber alinamiyor arkadaslar modern cagda stabilite herseyden onemlidir insanoglu stabil olan herseye uyum saglar sunu stabil hale getirin artik ya,228,1,[1.078745e-03 9.982729e-01 6.482744e-04]
2,Ürün güzel nostaljik oyunlar oyalıyor Fiyat performans açısından indirimli fiyatı iyi olmuş,91,2,[1.9721100e-03 5.5778434e-04 9.9747014e-01]
0,kesinlikle almayın ilk geldi sarza taktık bağlandık neyse 1 gün sonra sarzi bittikten sonra bidaha da açılmadı iade ettik idaremizi kabul etmediler kullanılmış diye ,165,0,[9.9898320e-01 5.3899165e-04 4.7780783e-04]
2,Fiyatına göre oldukça kaliteli Bizi eskilere götürdü Çok memnun kaldık ,71,2,[2.3025603e-03 4.9476221e-04 9.9720275e-01]
2,5 gunde teslim aldim bugun kullandim cok iyiydi ağzı bakalim ne kadar sure bu kalitede kesecek merak ediyorum ilk kullanim tatminkar ,133,2,[2.6749277e-03 8.1759668e-04 9.9650747e-01]
2,Anneme eşime kayınvalideme aldık hepsi memnun,45,2,[2.3499231e-03 4.9736956e-04 9.9715269e-01]
1,ürün fena değil ama defolu ve farklı ayakkabı ve bı no küçük göndermişler iade,78,0,[9.9870193e-01 8.4041763e-04 4.5762226e-04]
0,Ürün deri kısmı çizik ve delik geldi ayrıca koltuk asansör kolu eksik geldi görmeden aşmayın derim,98,0,[9.9862564e-01 8.7649340e-04 4.9778918e-04]
0,beklentinin altında,19,0,[0.99450016 0.00133768 0.00416222]
2,ürünü kullandım ve harika gerçekten fiyatına göre çok iyi performans,68,2,[1.9668012e-03 5.6751876e-04 9.9746573e-01]
2,Ürün güzel ürün hakkında bir şikayetim yok,42,2,[1.6398258e-03 7.1978354e-04 9.9764037e-01]
1,tatil anlayışı deniz kum güneş olanlarca istila edilmiştirafedersin karı bildiğin kıyısı olan her yerde bi suya girip video atıyor sonra çıkıp başka bir kıyı çok komikler lan,174,1,[1.0336641e-03 9.9831223e-01 6.5402011e-04]
2,Kargo çok hızlı ve sorunsuz geldi Ertesi gün elimdeydi Paketleme pek iyi değildi Ürün güzel  içinden süzgeç  çıkmıyor,117,0,[0.8752643  0.00881304 0.11592269]
0,Satıcı dan ürünün değişimini talep ediyorum sürem dolduğu için geri iade edemiyorum bozuk ürün gönderimi yaptınız hiç bir şekilde şarj olmuyor 1 kere bile dinleyemedim ,168,0,[9.9883419e-01 6.6524104e-04 5.0061516e-04]
0,Ürünü Zetta B dışında bir yerden almanızı tavsiye ederim herhangi bir problem ile karşılaştığınızda kaale alınmıyorsunuz,120,0,[0.9235073  0.01487963 0.06161314]
2,Çocukluğumda game star marka oyun konsolumuz vardı TVye bağlantısını yapıp saatlerce oynardık can  süre bitene kadar başından hiç kalkmazdık bu mini atari beni adeta çocukluğuma götürdü eşim kızım ve ben sıra sıra oynuyoruz  boş vakitler bu mini atari ile değerlendirilebilir,275,2,[1.6256329e-03 7.8301207e-04 9.9759138e-01]
2,ürün gayet güzel ve kullanışlısadece şarjı azaldığında ekranda kaymalar oluyorşarj süresi uzun olması da gayet güzel,116,2,[0.00132854 0.00180257 0.9968689 ]
0,Bu çanta güzel ve kullanışlı sevdim,35,2,[1.7519774e-03 8.8676647e-04 9.9736124e-01]
0,Bu çanta güzel ve kullanışlı sevdim,35,2,[1.7519774e-03 8.8676647e-04 9.9736124e-01]
2,Fena değil,10,2,[0.00291323 0.00203805 0.9950487 ]
0,Yani puan bile vermek istemiyorum o kadar kötü kendi kendine reset atıyor kapanıyor Bluetooth diğer odaya gitsen cekmiyor asla işe yaramıyor sürekli kendi kendine dil değiştiriyor saat değiştiriyor 1130 kolumdaki 1430 gösteriyor çok kötü ve iade edeceğim hemen,260,0,[9.9872297e-01 8.6951180e-04 4.0749816e-04]
0,arkadaşlar yorumlarda bazıları memnun olduğunu söylemiş ama ben aynını söyleyemeyeceğim birincisi makina çin üretimiiçindeki parçalar plastik vb kalitesiz parçalaraldığımdan beri düzgün kullanmak nasip olmadısürekli sorun çıkardıiki defa tamire gittisonuncu bozulmasında artık kaldırıp attım bir kenara en iyi şey biraz daha fazla para verip güvenilir marka almakmış ,367,0,[9.9826449e-01 1.0013981e-03 7.3407893e-04]
2,çocuğum elinden düşürmüyor eğlendiğini söylüyor görüntüdekinin aynısı geldi,75,2,[2.4745273e-03 4.7335177e-04 9.9705207e-01]
0,Diğer kulaklık lar gibi kısa zaman içerisinde jak giriş yerinden bozuldu spor kulaklığı almaya karar verdim,107,0,[9.9881196e-01 7.7388092e-04 4.1405915e-04]
0,Ürün çok kötü kokuyor Kargolama da berbat Çuvala koyar gibi torbaya koyup göndermişler Kalitesiz,96,0,[9.9893147e-01 5.6108850e-04 5.0741917e-04]
2,Bence iyi ürün bir numara elime çok kısa bir zaman da ulaştı Bence herkesin almasını tavsiye ederim,99,2,[2.2614496e-03 5.0047890e-04 9.9723804e-01]
0,Kullanmaya başlayalı çok olmadı ama alt tabanıyla kenar birleşim yerinde ve ağız kısmında çok küçük paslar oluştu Kapağının tutma yeri çıktı ve dışındaki arçelik yazısının yakınlarında renk değişimi oldu  Parmak izi tutmayan ürün üreticez diye kalitesiz bi metal kullanılmış bence,280,0,[9.9862289e-01 9.2529383e-04 4.5177349e-04]
2,başarıli buldum,15,2,[2.8822627e-03 4.2332997e-04 9.9669445e-01]
1,yaklaşık birkaç gün önce hesabımı kapattım umarım bir daha da açmam bi işle uğraşırken canım azıcık sıkılıversin elim hemen instaya gidiyordu milletin tatil fotosu cool gözükmeye çalıştığı fotoyu görünce de haliyle canım daha da sıkılıyordu her gün selfie atan kızlar kendini pazarlamaya çalışanlar evet resmen pazarlama hiç eğlenmediği tatilin bile 10 tane fotosunu atanlar artık gına getirmişti süper sahte bir dünya olduğu herkes tarafından biliniyor bu kadar sahteliğe gerek yok zannımca ben daha huzurlu bir dünya istiyorum kendim için umarım da bir daha açmam,565,1,[8.8797946e-04 9.9838507e-01 7.2700653e-04]
2,Yorumlarda küçük falan deniliyor genelde tereddüt ettim ama beklediğimden iyi geldi yetişkinler de rahat rahat kullanabilir çocuk için falan denilmiş genelde ama gönül rahatlığıyla alınır kurulumu basit ve fiyatına göre çok iyi,227,2,[0.00561864 0.0459522  0.9484291 ]
1,ev interneti için beni bugün yirmi üç farklı numaradan arayan rezil firma ilgilenmediğimi söylememe rağmen aramalar bitmiyor aranmak istemediğimi söylediğimde buna kendilerinin karar vermediğini söyleyip yüzüme kapattı bir tane temsilci çok beddua aldınız haberiniz olsun bütün günümü mahvettiniz,296,1,[9.4058592e-04 9.9836475e-01 6.9464871e-04]
2,Gayet güzel beğendim tavsiye ederim,35,2,[2.3464481e-03 4.8623752e-04 9.9716729e-01]
1,avrupaya 27000 km fiber optik altyapı yurt içinde de biz kullanıcılarına sabit ücret  yüksek fiyat döşeyen firma israilliler kazanınca biz de kazanmış sayılıyor muyuz benjamin,175,1,[1.0735301e-03 9.9829108e-01 6.3533377e-04]
1,Kargo haricinde üründe sıkıntı yok,34,1,[0.01668279 0.91242427 0.07089286]
1,black mirror lik bi muhebbete can verendiry bak bunu paylaştım nasılx harika hemen beğeniyorumy beğenmene gerek yok ki kimse görmüyorx olayin özeti gibidir kimse gormedikten sonra hicbir şeyin anlamı yok,203,1,[1.2248453e-03 9.9816680e-01 6.0822919e-04]
2,Ürün anlatıldığı gibi güzel kaliteli olduğun ilk elinize aldığınız da belli ediyor parasına göre güzel tavsiye ederim,117,2,[1.9082103e-03 6.0200715e-04 9.9748981e-01]
2,diğer telefonumda ekran sorunu yaşıyordum ve bu kez uzun süre araştırarak aldım 67 inç büyüklüğü güzel FHD çözünürlükte ve netflix izlerken kaliteli görüntü ile izleyebiliyorum Aynı zamanda sAmoled teknolojisi kullanması hem şarjı tasarruflu kullanıyor hem de parlama yapmıyor,276,2,[0.00137265 0.0012025  0.99742484]
0,Rezalet saat çalışmiyor kimse ilgilenmiyor satıcıya mesaj atıyorum ilgili kimse yok almayın,91,0,[9.9708539e-01 9.9406939e-04 1.9205754e-03]
2,gayet güzel bir gün bu fiyata daha ne olsun çok beğendim,56,2,[2.2123910e-03 5.1003124e-04 9.9727756e-01]
2,süper kesiyor harika bı makina,30,2,[2.6693586e-03 4.5746571e-04 9.9687320e-01]
1,kurtulmayı enn çoook een çoook istediğim kurumdu ve sonuda kurtuldumefendim türk telekoma beddua eden binlerce türk vatandaşı gibi bu kurumdan iğrenmiş buna rağmen deli dumrul gibi her ay her ay her ay 1475 tl telefon faturasına vermiştim telefon neden vardı sadece adsl hizmeti için sonra bu adil kullanım üst sınırı mıdır nedir saçma bir dalga çıkarıdlar ya o zaman bana cinnet geldi delirdim van damme oldum  orta zorlukta bir takım sıkıntılar çekerek ev telefonumdan kurtuldum kablonete geçtim gayet de hızlı gayet de güzel 2 yıllı kontrat imzalayınca modem de hediye zaten wireless modem yani yanlış olmasın ondan sonracıma 1990 kampanyalı hesap kampanya bitince de 46 liraya mı ne sınırsız kullanım zart zurtsadece internet uğruna her ay her ay her ay telefon parası vermekten bıkanlara ve ağlayanlara duyrulur,816,1,[7.3323544e-04 9.9838340e-01 8.8331278e-04]
1,arapların soyup soğana çevirip kaçtıktan sonrayönetim kuruluna yiğit bulut’un getirildiği şirkettir,99,1,[1.2108635e-03 9.9818450e-01 6.0459808e-04]
2,the product is nice but the cargo company is very late,54,2,[0.00137705 0.00206459 0.99655837]
1,parasını fazlasıyla hakkediyortavsiye ederimh b teşekkürler,59,1,[0.00570471 0.8705942  0.12370105]
1,8 ay sonra muhtemelen gecis yapacagim iss o zamana kadar musteri iliskileri daha belli olacaktir,96,1,[1.0771600e-03 9.9828690e-01 6.3598464e-04]
2,Ürünü eşime hediye için aldım çok memnun kaldı çok beğendi  kullanımı pratik boy boy taraklarının olması diğer ürünlere göre daha kullanışlı  tavsiye ederim hiç tereddütsüz alabilirler ,185,2,[1.4401234e-03 8.9466939e-04 9.9766529e-01]
0,Vermeyin para çöp olur,22,0,[0.99573994 0.00148551 0.00277458]
2,bahali ve markalı almaya gerek yok gayetguzel urun,50,2,[2.6735438e-03 4.4550528e-04 9.9688101e-01]
1,rezil firmadir 2020ye gircegimiz su donemde dogalgaz elektrik su gibi aboneliklerinizi internet uzerinden kapatabilirken turktelekomda subeye gitmeniz gerekmekte askere gitcegim icin aboneligimi iptal ettirmek istedigimde 7 aylik bedel icin 600tl cayma bedeli cikartiyorlar aboneliginizi dondurma askiya alma gibi bir islemleride yok ayrica uzak durun derim,357,1,[9.888061e-04 9.983038e-01 7.073287e-04]
0,çözünürlük kalitesi çok çok düşük hele tv ye bağlayınca tamamen gidiyor biz çok sevmedik,88,0,[0.99262977 0.00394544 0.00342483]
2,Kendi küçük marifeti büyük,26,2,[1.8603664e-03 6.2584883e-04 9.9751377e-01]
2,cok guzel bayildimmm,20,2,[0.00137835 0.0174306  0.9811911 ]
2,Olumlu yönleri Bu fiyata alınabilecek en uygun ürün Önce anneme aldım sonrasında da kendime aldım Şarjı çok iyi gidiyor,119,2,[2.4998942e-03 4.6616979e-04 9.9703395e-01]
2,Fiyatının ürünü hakkını veriyor,31,2,[0.00230117 0.00151198 0.9961869 ]
1,ne oldu battınız mı çöktünüz mü infilak mı ettiniz hala ne tel var ne de net taahhüt bedeli falsn istemeden insanlara diğer operatörlere geçiş hakkı sağlamalısınız ayrıca sizin yüzümüzden moov uygulaması ile araç kiralaması yapan arkadaşlarım oldu aracı geri bırakmak isteyip bırakamamışlar telefonlarında internet olmadığı için insanları hem sosyal hem de maddi anlamda üzdünüz,378,1,[9.2300156e-04 9.9837303e-01 7.0392352e-04]
0,İşe yaramaz paranızı boşa vermeyin,34,0,[9.988171e-01 5.189210e-04 6.640763e-04]
0,Ürünü anneler günü hediyesi olarak anneme aldım Fakat haznesinin cam olmadığını açtıktan sonra gördüm ve hayal kırıklığına uğradım Gerçi annem çok beğendi ve onun için daha pratik ve hafif olduğunu söyledi ama bence cam olsaydı çok daha iyi olurdu Onun dışında fena değil,271,0,[0.97980493 0.0018034  0.01839166]
2,Fiyat performans olarak başarılı,32,2,[1.7616942e-03 6.3719327e-04 9.9760109e-01]
2,Tavsiye ederim çok güzel gerçekten çok memnunum,47,2,[2.2005111e-03 5.1557913e-04 9.9728394e-01]
2,Karantina günlerinde eski elektrik süpürgemin yanması nedeni ile acil ihtiyaç doğdu bu ürün için en iyi fiyatı amazzonda buldum hızlı sipariş ile ertesi gün sabahtan teslim edildiY eni süpürgeme 1 günde kavuştum Kargo iyi paketlenmişti önceden arandım herşey mükemmeldi amazzon Süpürge hakkında bir kadın çalışaniki kız çocuk annesi46 yaş olarak detaylı yorum yazmak istedim ki bu sayfalarda gezenlere bir katkım olsun 12 yıldır Dyson dc32 kullanıcısıyım çok ama çok memnundum ancak yeni bir  ürünü 3700 TL civarında tasarruflu olmayı düşündüğüm şu günlerde  Arnica Tesla için yazılmış yorumları okuyarak tercihimi yaptım hiç pişman değilim1 olağanüstü bir emiş gücü var  umarım zamanla eksilmez2 Paket içeriğinden 6 değişik başlık çıktı koltuk köşeleri kalorifer aralıkları dahil en ince yerlere ulaşabildim Öyle ki tüm köşelerin ve neredeyse tüm yüzeylerin tozunu bu başlıklarla alıyorum  Halınızı süpürebilmeniz için birkaç altenatif sunuyor3 Toz haznesinin kapasitesi büyük yeterli anlamında kablo uzunluğu şahane 175 metrekare evin tam orta noktasındaki prize takıyorum ve tüm evi süpürebiliyorum iş bitince ilk hareketi başlattıktan sonra kablo otomatik kendini topluyor4 Kumanda düğmeleri sayesinde kullanım sırasında makineye eğilmeden emiş gücünün kontrolüaçıp kapamak mümkünOlumsuz yada iyileştirilebilir olarak değerlendirebileceğim tek nokta  ana gövdenin nispeten büyük ve ağır oluşu boyutları minimize etmek mümkün müdür bilmem ama öyle olsa tadından yenmezdiSonuç bu fiyata aldığım performanstan çok memnunum tavsiye ederim,1538,2,[1.7612994e-03 6.8247149e-04 9.9755621e-01]
0,TürkNet kullanıyorum ve  yaşanan sıkıntının haddi hesabı yok Sürekli DSL kopmaları çekmemeler saatlerce internetin gitmesi kafayı yedirdi bana en sonunda TPLink aldım dert tasa kalmadı TürkNet kullananların almasını kesinlikle tavsiye etmiyorum Uyum sorunu var Paranıza yazık etmeyin,283,0,[9.9674100e-01 2.5188294e-03 7.4010098e-04]
2,arkadaşlar ürün elime ulaştı ve tek kelimeyle mükemmel geldi direk saçımı ve sakalımı kestim bana mısın demedi şarjı fulleyip kesince zaten tam bi canavar tek bi sorunu tarakları çok kısa 1mm 2mm ve 3mm olmak üzere 3 tarağı var ve 3mmlik tarak berberlerdeki 1 numaraya denk geliyor yani en uzunu bile 1 numara ama ben zaten evden çıkmıyorum diye aldım direk 1 e vurdum kafam fırıl fırıl şuan oh tavsiye ederim,409,2,[0.00115074 0.00221613 0.9966331 ]
1,5 gündür 353 olan pakette 13070 hız veriyorlararamaktan bıktımbtk ya şikayet ediyorumekipler geldi hız ölçümü yapıldı sorun çözüldü diye btk ya bile yalan beyanda bulunuyorlaryarın iptal edip kurtulucam sinir hastası olmak istemiyorsanız iyi düşünün,249,1,[9.914107e-04 9.983365e-01 6.721762e-04]
0,ürün gelmedikargo ürünü bana ulaştırmadı ama ürün ulaştırıldı olarak görünüyorürünü tekrar göndermenizi ya da parasının iadesini istiyorum,138,0,[9.987098e-01 6.493892e-04 6.407448e-04]
1,az önce internet sitesine girerken bir an ulan sitelerine falan girdim diye borç çıkarırlar şimdi diye düşünürken buldum kendimi yemin ederim sayfayı kapattım hemen  öyle böyle değil fena bi şirket telefonlarını cevaplarsın borç çıkarırlar cevap vermezsin gene borç çıkarırlar herhangi bir türk telekom ofisinde 10 dakika oturun şikayetçi en az 3 emekli amca teyze bulursunuz modemini teslim ettiğim hatta dair 1000 lira borç çıkardılar lan modem sizde diyorum baş vurunuz bize ulaşmamışlar diyorlar hak hukuk adalet hakgetire kırıntısı olsa bu cesareti bulamazlaredit nicki ricki nicli çaylak arkadaşın mesajı10 sene önce kapartıgım ev tele borcun var diye döndülerhiç bir aboneliğim yokadamın birisi internete abone olurken benim cep telefonumu vermiş borcunuzu ödemediniz diye mesaj gelip duruyorarıyorum durumu anlatıyorum 3 yıldır çözülmedi benden abone numarası istiyor ben abone değilim ki arkadaş sonra daha yetkili bir aradı oda abone numarsı istedi bende bilmiyorum dedimyardımcı olamıyacağız dedibende sorun yok numarlarınızı engelliyeceğim zaten mesaj gelmeyecek nasılsa dedim,1088,1,[7.6962536e-04 9.9839103e-01 8.3948957e-04]
2,Ürünü  3gunde  geldi beğendim hepsi burda ya teşekkürler samsung anlatmaya gerek yok,84,2,[1.6075835e-03 8.9908188e-04 9.9749339e-01]
2,Berberimin tavsiyesi ile aldım çok beğendim tavsiye ederim bundan evvel aldıklarımın çok üstünde bir makina,107,2,[2.6170923e-03 4.5554203e-04 9.9692732e-01]
1,bir tanıdığa taksitle ups ve iki de mouse almak amacıyla teknosaya gidilir  elimizde kalmamış istediğiniz modelden merkez deponuzda varsa sipariş edelim getirtin bi soriim nişantaşında var mı depodan getirtemiyo musunuz nişantaşı şurda hemen siz de alırsınızdepo diyorum sen nişantaşı diyosuntelefon edilir orda da yoktur merkezden getirtemiyo musunuz tane tane söyliim belki anlar ha şey anlar gibi oldu bi bakiimbeklenir aaa bizim aşağıda varmış depoda 3 tane allah allah hayret getireyim onları benlahavle çakilir beklenir akabinde eleman upsle gelir biz iki de mouse alacaktık şu optik a4lerden bi tane daha var mı ondan başka yok aşağı bi bakayım amagene gitti aşağı bu sefer hakkatten yok ama peki biz şundan alalım o zaman o toplu yalnız nasıl optik yazıyo üstünde kutuda eşşek kadar optical yazmaktadır yok yok değil e bak resmi var arkasında ışık var bak kırmızı  yok olamaz mümkün değil ben kullanmıştım onu topu var açıp bakalım tabi ama çok şaşıracam optikse bak sen aa hayret şaşırdı keratabu adamları özel yetenek sınavıyla mı alıyorlar buralara acaba,1065,1,[8.495854e-04 9.983701e-01 7.803341e-04]
0,ürün iyi ama saç için değil sadece sakal ve ense için sakal ve ense için alacaksanız düşünmeden alın ancak saç için kesinlikle olmaz,132,2,[0.00927931 0.05139753 0.9393232 ]
2,Çok memnunum bu fiyata bu kalite,32,2,[2.2747356e-03 5.1103224e-04 9.9721426e-01]
2,Oyunları kopyalamışlar fakat sadece marionicin bile alinir bayıldım,67,2,[2.3965612e-03 5.0205295e-04 9.9710137e-01]
2,gayet kullanışlı bi ürün rahat ve sağlam,40,2,[1.6707311e-03 6.5017212e-04 9.9767917e-01]
0,iyi bir ürün beklemiyordum şaşırdım cidden Teşekkürler,54,0,[9.9408591e-01 8.1485533e-04 5.0992249e-03]
2,Olumlu yönleri Genelde beklentilerimi karşıladı Halı performansını bilmiyorum ama parkede minik bir canavar Hafifliği benim için önemli,135,2,[2.1415998e-03 5.2625150e-04 9.9733222e-01]
2,Göründüğü gibi güzel,20,2,[2.2999877e-03 4.9083785e-04 9.9720913e-01]
1,Ürün görsel açıdan başarılı ancak çağrı ve mesaj bildirimleri yeterli değil Ürün tanıtımında özellikle mesaj ve mailleri telefonunuza bakmadan görebilirsiniz diyor ama böyle bir özelliği göremedim Sadece gelen çağrıları titreşim ve bir sembolle bildiriyor arayan numara ve ismi göstermiyor Daha ucuz ürünlerde bile bu özellikler mevcut Bir de başka kullanıcıların belirttiği gibi ekran ışığı çok az,398,1,[0.00383811 0.9896841  0.00647781]
2,Oğluma orta halli bir telefon olduğu için aldım ancak performansından memnun kalınca eşim içinde almayı düşünüyorum özellikle ekran kalitesini çok beğendim hem çok canlı hem de büyük olmasına rağmen şarjı hızlı tüketmiyor şarj süresi ise gayet iyi gün boyu kullanabiliyor,271,2,[2.4655606e-03 4.7297581e-04 9.9706143e-01]
1,anonimolduhaykirislarim isimli çaylak dostumuzun da şöyle bir macerası olmuş kendileriylehocam bu insanlar beni zamanında dolandırdı superonline gezici ekibi vardı bir dönem ve insanları kendi operatörlerine çekmek için mevcut operatörden bize geçtiğinizde cayma bedelinin tamamını biz karşılıyoruz diye beyan verdiler mevcut operatörüm ttnet idi aynı beyanı o dönem vodafone da yapmıştı ama kaale almamıştık o dönem ttnet kullandığımdan ve hizmetinden gram memnun olmadığımdan geçiş yapmak istedim madem öyle geçelim o halde sonuçta turkcell kalitesi var ortada dedik halbuki iş öyle değilmiş kendi alt yapıları bile olmadan yine ttnet alt yapısı üzerinden bu sefer çok daha kötü bir bağlantı ile karşı karşıya kaldık üzerine birde ttnet cayma bedeli çıkardı superonline müşteri hizmetleri ile iletişime geçtim cayma bedelinin 30 unu en fazla karşılıyoruz dediler ama dedim sizin elemanlarınız böyle söylemedi ben üstüne basa basa 4 defa sorup onay aldım dedim ben 500 lira ödeyip neden var olan operatörümü değiştireyim ki yoksa diye cevap verdim eveledi geveledi en son 30 a tekrar bağladı kapattı sonra öğrendim ki superonline gezici ekibi prim usulü çalıştığı için ortaya böyle bir dolandırdıcılık tezgahı kurmuşlar bunu eski kullandığım ttnet in avukatının alacağı için telefon açtığında öğreniyorum ve işin acı tarafı superonline o dönem bunlara hiçbir şekilde engel olmadan tüm yolları kapatmaya çalışmış cayma bedelinin 30 unu karşıladıklarını da arayınca öğrendik birde yoksa o bilgiyi bile vermediler o zaman durmadım mailler attım telefon görüşmeleri sağladım şikayet başlıkları vs açtım ve en sonunda ttnet abonesi iken kullanmadığım ayların yani nerdeyse cayma bedelinin tamamını ödemeye ikna ettim görüşmede sonrasında beni ne arayan oldu ne soran oldu işin garip tarafı birdaha superonline müşteri hizmetlerine kendi numaramdan bağlantı bile sağlayamadım şimdilerde ise ttnet avukatı 450 liralık cayma bedelini 1200 küsür olarak benden tekrar istiyor ikna etmeye çalışıyor ha benim sorunum 90 çözülmeyecek biliyorum ve o parayı ödemek zorunda kalacağım ama rica etsem en azından siz bu yapılanları entry nizde paylaşırsanız başkaları da bu insanların nasıl sahtekar ve nitelikli dolandırıcı olduğunu görüp vazgeçebilir ben çaylak olduğum için ne kadar yazsam da gören sayısı kısıtlı olacaktır,2308,1,[8.4238383e-04 9.9839181e-01 7.6574652e-04]
1,allahın belalarıyazılım mühendisliği okuyorum yeni evimizde 3 yıldır yalvarıyoruz şu interneti bağlayın diye geçen sene ocakta kazısını yaptılar zor kısmı bitti bu sefer de 1 yıldır kabloyu döşemiyorlar okul bitecek yazılım mühendisliğini evinde internet kullanmadan bitirecek olan inş tek öğrenciyim kesinlikle,311,1,[9.4006554e-04 9.9836737e-01 6.9253054e-04]
2,güzel oğlum memnun kaldı,24,2,[2.3148204e-03 4.9721211e-04 9.9718791e-01]
1,eskiden televizyon için aptal kutusu denirdi şimdi aynısını instagrama uyarlayabiliriz kullanımı bağımlılık yapar ve insanı aptallaştırır uzak durun,148,1,[9.316319e-04 9.983687e-01 6.996668e-04]
2,Uzun süreli kullanımda hızlı şarj bataryanın daha hızlı tükenmesine sebep olmakta Geriye kalan konularda telefon gayet yeterli,126,2,[0.00195074 0.00624791 0.9918013 ]
1,bir daha semtine uğramam dediğim halde mecbur kalıp yine hüsran yaşadığım marka kızılay avmdeki şubesine kulaklık için girdim bir tanesini beğendim ki fiyatı 689 tl kasada 999 tl dediler itiraz edince de fiyatlar bu sabah değişti etiketleri değiştirmeye fırsat bulamadık dediler personel bana inanmamış olacak ki raftaki etiketi görmeye gitti dediğim rakam yazıyordu o etiketi alıp cebine attı peki hangi fiyattan satacaksınız şimdi diye sorduğumda yeni fiyattan dediler teknosada müşterinin gördüğü fiyat geçerlidir kuralı geçerli değil anlaşılanyemin güncellemesi yapıyorum ben de madem öyle ve şimdiki yeminim geçerli artık,626,1,[9.7503734e-04 9.9833161e-01 6.9341308e-04]
1,attıkları maile göretürkiyedeki netflix ve steam istatistiklerine göre en yüksek indirme hızı sağlayan platformmuş şu anda verdikleri linklere de baktım sallamıyorlar  haritada türkiyeye tıklayarak görebilirsiniz bu da nexflikştamam turk telekom neredeyse her yere internet verdiğinden ve bunların arasında kimi zaman allahın dağındaki köy de olduğundan ortalamasının düşük olması doğal ama yine de anlamlı bir başarı diye düşünüyorumreklam falan yapmıyorum başımıza kötü şeyler geldiğinde yazarız genelde bu tarz kurum başlıklarına iyi olduğu bir alanı da yazalım dedimher entry yazana davet kodu atayım aga demek nedir abi bir de bu kadar ölücü olmayın gözünüzü seveyim para tamam değerli ama bu kadar da değerli değil biraz ağır olun laedit muhtemelen soranlar olacaktır 45 yıldır daha adil kullanım kotası kalkmadan bu adamlar kaldırdığından beridir kullanıyorum ufak tefek aksilikler haricinde memnunum özellikle ilk bağlantı aşamasında sorun yaşayıp memnun kalmayan arkadaşlarım da oldu bu arada hayır davet kodu göndermiyorum,1032,1,[8.3554955e-04 9.9839574e-01 7.6871505e-04]
1,HDD lere oranla performansi iyi fakat cok fazla bir beklentiye de girmemek lazim Ozelliklerde belirtilen okuma ve yazma hizlarini bulamiyorsunuz,144,1,[8.6956582e-04 9.9838221e-01 7.4822764e-04]
1,artık ps fanboyları tarafından da eleştirilecek bir noktası kalmamıştırvasat oyunların 300 yeni oyunların 600 aaa oyunların 8001000 tl olduğu bir piyasada ben aylık 10 liraya malettiğim 2023 nisana kadar sürecek gamepass ultimate üyeliğim ile çok mutluyum burda yeni gelen denemelik oyunlara ve day1 xbox gamepass oyunlara para vermediğim için keyfime göre 23 oyuna da ayırabileceğim bütçem oluyorbuna hala dolar 917 iken dahi laf atanlara da gülüp geçmek lazım kimse bu arkadaşlara şu günün parasıyla güncel 3 yıllık gamepass 2 kişi paylaşınca aylık maliyeti),560,1,[9.0560864e-04 9.9837470e-01 7.1969058e-04]
2,fiyatına gore uygun bir ürün,28,2,[2.2282256e-03 8.8490383e-04 9.9688691e-01]
1,karanlik modda mesajlari mavi mor pembe gosteriyordu ama bugun degismis tamamen siyah olmus o renkleri o kadar seviyordum ki insanlara mesaj falan atiyordum renklerin gittigini gorunce beni asiri uzdu instagram,210,1,[1.1088018e-03 9.9823856e-01 6.5263640e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
0,türkcell kötü.,14,0,[9.9870634e-01 8.4103394e-04 4.5270234e-04]
